INDEX,DISTANCE,PATTERN,METER,METHOD
32,0.06021916295,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1]","[2,2]",pulseSync
33,0.06054918985,"[1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1]","[2,2]",pulseSync
34,0.06258968162,"[1,1,1,0,1,0,0,1]","[2,4]",pulseSync
35,0.06258968162,"[1,0,0,1,1,1,1,0]","[2,4]",pulseSync
36,0.06258968162,"[1,1,0,0,1,0,1,1]","[2,4]",pulseSync
37,0.06258968162,"[1,0,1,1,1,1,0,0]","[2,4]",pulseSync
38,0.06315638334,"[1,0,1,1,0,0,1,1]","[2,4]",pulseSync
39,0.06315638334,"[0,0,1,1,1,0,1,1]","[2,4]",pulseSync
40,0.06315638334,"[1,0,0,1,1,0,1,1]","[2,4]",pulseSync
41,0.06315638334,"[1,0,1,1,1,0,0,1]","[2,4]",pulseSync
42,0.06415696785,"[1,0,1,1,0,1,1,0]","[2,4]",pulseSync
43,0.06415696785,"[1,0,0,0,1,1,1,1]","[2,4]",pulseSync
44,0.06415696785,"[1,1,1,1,1,0,0,0]","[2,4]",pulseSync
45,0.06457861923,"[1,0,1,0,1,0,1,0,1,0]","[5,8]",pulseSync
46,0.06802352821,"[1,0,0,0,1,0,1,0,1,0,1,0]","[3,4]",pulseSync
47,0.06802352821,"[1,0,1,0,1,0,1,0,0,0,1,0]","[3,4]",pulseSync
48,0.06802352821,"[1,0,0,0,1,0,1,0,1,0,1,0]","[6,8]",pulseSync
49,0.06802352821,"[1,0,1,0,1,0,1,0,0,0,1,0]","[6,8]",pulseSync
50,0.06836903649,"[1,0,1,0,0,0,1,0,1,1]","[5,8]",pulseSync
51,0.06842475165,"[1,0,1,0,0,1,1,0,1,0]","[5,8]",pulseSync
52,0.06844072733,"[1,0,1,0,1,0,0,0,1,0,1,0]","[3,4]",pulseSync
53,0.06844072733,"[1,0,1,0,0,0,1,0,1,0,1,0]","[6,8]",pulseSync
54,0.06866760644,"[1,0,0,0,1,0,1,0,1,1]","[5,8]",pulseSync
55,0.06867424222,"[1,0,0,1,1,0,1,0,1,0]","[5,8]",pulseSync
56,0.06867424222,"[1,1,1,0,1,0,0,0,1,0]","[5,8]",pulseSync
57,0.06868869816,"[1,0,1,1,1,0,1,0,0,0]","[5,8]",pulseSync
58,0.06868869816,"[0,0,1,0,1,1,1,0,1,0]","[5,8]",pulseSync
59,0.06882473087,"[1,0,1,0,1,0,0,0,1,1]","[5,8]",pulseSync
60,0.06968793698,"[1,0,0,0,1,0,0,0,1,0,1,1]","[3,4]",pulseSync
61,0.06979472349,"[1,0,0,0,1,0,0,1,1,0,1,0]","[3,4]",pulseSync
62,0.06988221423,"[1,1,0,0,1,0,1,0,1,0,0,0]","[6,8]",pulseSync
63,0.06990481362,"[1,0,0,0,1,0,1,0,1,0,0,1]","[3,4]",pulseSync
64,0.06990481362,"[1,0,0,0,1,0,1,0,1,0,0,1]","[6,8]",pulseSync
65,0.06991173915,"[1,0,0,0,1,0,0,0,1,1,1,0]","[3,4]",pulseSync
66,0.06996272876,"[0,0,1,0,1,0,1,1,0,0,1,0]","[6,8]",pulseSync
67,0.07029013353,"[1,0,0,0,1,1,1,0,1,0,0,0]","[6,8]",pulseSync
68,0.07213962838,"[1,0,0,1,1,0,1,0,0,0,1,0]","[3,4]",pulseSync
69,0.07243968888,"[1,0,1,0,1,0,0,0,0,1,1,0]","[6,8]",pulseSync
70,0.07243968888,"[1,1,0,0,0,0,1,0,1,0,1,0]","[6,8]",pulseSync
71,0.07253023986,"[1,0,0,0,1,1,1,0,0,0,1,0]","[6,8]",pulseSync
72,0.07258000512,"[1,0,1,0,1,0,1,0,0,0,0,1]","[6,8]",pulseSync
73,0.07260096266,"[1,0,0,0,0,0,1,0,1,1,1,0]","[3,4]",pulseSync
74,0.07260096266,"[1,0,1,1,0,0,1,0,1,0,0,0]","[3,4]",pulseSync
75,0.07273890178,"[1,0,0,0,0,1,1,0,1,0,1,0]","[3,4]",pulseSync
76,0.07273890178,"[1,0,0,0,0,0,1,0,1,0,1,1]","[3,4]",pulseSync
77,0.07548478059,"[1,0,0,0,1,0,1,0,1,0,1,0,0,0]","[7,8]",pulseSync
78,0.07548478059,"[1,0,1,0,1,0,1,0,0,0,1,0,0,0]","[7,8]",pulseSync
79,0.07569125885,"[0,0,0,0,1,0,1,0,1,0,1,0,1,0]","[7,8]",pulseSync
80,0.07595950421,"[1,0,1,0,1,0,0,0,1,0,1,0,0,0]","[7,8]",pulseSync
81,0.07595950421,"[1,0,0,0,1,0,0,0,1,0,1,0,1,0]","[7,8]",pulseSync
82,0.07595950421,"[1,0,1,0,1,0,0,0,1,0,0,0,1,0]","[7,8]",pulseSync
83,0.07679301809,"[1,0,0,1,0,0,1,0,1,1]","[5,8]",pulseSync
84,0.07680694241,"[1,1,0,0,1,0,0,1,1,0]","[5,8]",pulseSync
85,0.07685085985,"[1,1,0,1,1,0,0,0,1,0,0,0]","[3,4]",pulseSync
86,0.07700895565,"[1,0,0,1,1,0,0,0,1,1]","[5,8]",pulseSync
87,0.0770496577,"[1,0,0,1,1,1,1,0,0,0]","[5,8]",pulseSync
88,0.07721499771,"[1,0,0,0,0,0,1,1,1,1]","[5,8]",pulseSync
89,0.07754747817,"[1,0,0,1,1,1,0,0,1,0]","[5,8]",pulseSync
90,0.07777266378,"[1,0,0,0,1,0,0,1,0,0,1,1]","[3,4]",pulseSync
91,0.07792125937,"[1,0,0,0,1,0,1,1,0,0,0,1]","[3,4]",pulseSync
92,0.07800339189,"[1,0,0,0,0,0,1,1,0,0,1,1]","[6,8]",pulseSync
93,0.07904068684,"[1,0,0,0,1,0,1,0,0,0,1,0,0,1]","[7,8]",pulseSync
94,0.07938732802,"[1,1,0,0,0,0,1,0,1,0,1,0,0,0]","[7,8]",pulseSync
95,0.0794051063,"[0,0,0,0,1,0,1,0,0,0,1,0,1,1]","[7,8]",pulseSync
96,0.07940774642,"[1,0,0,1,1,0,1,0,0,0,1,0,0,0]","[7,8]",pulseSync
97,0.07974021798,"[1,0,0,0,0,0,0,0,1,0,1,0,1,1]","[7,8]",pulseSync
98,0.07979250632,"[1,0,1,0,0,0,1,1,1,0,0,0,0,0]","[7,8]",pulseSync
99,0.07981697986,"[1,0,0,0,0,0,1,1,1,0,0,0,1,0]","[7,8]",pulseSync
100,0.07996778277,"[1,0,0,1,1,0,0,0,1,0,0,0,1,0]","[7,8]",pulseSync
101,0.07996778277,"[1,0,0,0,1,0,0,1,1,0,0,0,1,0]","[7,8]",pulseSync
102,0.08043283288,"[1,1,0,0,1,0,1,0,0,0,0,1]","[6,8]",pulseSync
103,0.08046887752,"[1,0,0,0,0,1,1,1,0,0,1,0]","[6,8]",pulseSync
104,0.08050033177,"[1,0,0,0,1,1,0,0,0,0,1,1]","[6,8]",pulseSync
105,0.08144084999,"[1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[5,4]",pulseSync
106,0.08443032432,"[1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0]","[9,8]",pulseSync
107,0.0845586995,"[1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0]","[5,4]",pulseSync
108,0.08460246745,"[1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0]","[9,8]",pulseSync
109,0.084611333,"[1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0]","[5,4]",pulseSync
110,0.08476835667,"[1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0]","[9,8]",pulseSync
111,0.08501006027,"[1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0]","[5,4]",pulseSync
112,0.08501006027,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0]","[5,4]",pulseSync
113,0.08506851769,"[1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0]","[9,8]",pulseSync
114,0.08506851769,"[1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0]","[9,8]",pulseSync
115,0.08506851769,"[1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0]","[9,8]",pulseSync
116,0.08506851769,"[0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0]","[9,8]",pulseSync
117,0.08519161958,"[0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0]","[5,4]",pulseSync
118,0.08530407795,"[1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0]","[9,8]",pulseSync
119,0.08530407795,"[1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0]","[9,8]",pulseSync
120,0.08530407795,"[1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0]","[9,8]",pulseSync
121,0.08544101051,"[1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[6,4]",pulseSync
122,0.08550301918,"[1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0]","[6,4]",pulseSync
123,0.08550301918,"[1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[6,4]",pulseSync
124,0.0860399565,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[6,4]",pulseSync
125,0.08615144112,"[1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[5,4]",pulseSync
126,0.08678503061,"[1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1]","[5,4]",pulseSync
127,0.08682640074,"[1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[6,4]",pulseSync
128,0.08682640074,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[6,4]",pulseSync
129,0.08715418778,"[1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0]","[6,4]",pulseSync
130,0.08783465172,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0]","[5,4]",pulseSync
131,0.08807217977,"[1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0]","[9,8]",pulseSync
132,0.08835199692,"[1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0]","[5,4]",pulseSync
133,0.08839323994,"[1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0]","[9,8]",pulseSync
134,0.08841647621,"[1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0]","[5,4]",pulseSync
135,0.08851644774,"[0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0]","[9,8]",pulseSync
136,0.08853999235,"[0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0]","[9,8]",pulseSync
137,0.08860987726,"[0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0]","[5,4]",pulseSync
138,0.08877123199,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0]","[12,8]",pulseSync
139,0.08898362336,"[1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0]","[9,8]",pulseSync
140,0.08929960401,"[1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0]","[5,4]",pulseSync
141,0.0894861131,"[1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0]","[5,4]",pulseSync
142,0.08949155464,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0]","[6,4]",pulseSync
143,0.08949155464,"[0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0]","[12,8]",pulseSync
144,0.08975694022,"[1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0]","[5,4]",pulseSync
145,0.08982800527,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0]","[12,8]",pulseSync
146,0.08982800527,"[1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[6,4]",pulseSync
147,0.0903538813,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0]","[6,4]",pulseSync
148,0.0903538813,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0]","[6,4]",pulseSync
149,0.09163565692,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1]","[12,8]",pulseSync
150,0.09185778877,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0]","[6,4]",pulseSync
151,0.09265414926,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0]","[12,8]",pulseSync
152,0.09265414926,"[1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0]","[12,8]",pulseSync
153,0.0926779244,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0]","[6,4]",pulseSync
154,0.0926779244,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0]","[12,8]",pulseSync
155,0.0926779244,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0]","[12,8]",pulseSync
156,0.0932615074,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0]","[12,8]",pulseSync
157,0.0932615074,"[1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0]","[6,4]",pulseSync
158,0.09331831961,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0]","[12,8]",pulseSync
159,0.09331831961,"[1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0]","[12,8]",pulseSync
160,0.09331831961,"[1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[6,4]",pulseSync
161,0.09331831961,"[1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0]","[12,8]",pulseSync
162,0.09374872727,"[1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0]","[12,8]",pulseSync
163,0.09629334521,"[1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0]","[12,8]",pulseSync
164,0.09723856431,"[1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[7,4]",pulseSync
165,0.09723856431,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[7,4]",pulseSync
166,0.09838518198,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[7,4]",pulseSync
167,0.09838518198,"[0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[7,4]",pulseSync
168,0.09838518198,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0]","[7,4]",pulseSync
169,0.09880505403,"[1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1]","[12,8]",pulseSync
170,0.1007388158,"[0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]","[7,4]",pulseSync
171,0.1007686051,"[0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0]","[7,4]",pulseSync
172,0.1007686051,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0]","[7,4]",pulseSync
173,0.1007686051,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0]","[7,4]",pulseSync
174,0.1008553465,"[1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[7,4]",pulseSync
175,0.1015117926,"[0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[7,4]",pulseSync
176,0.1015117926,"[1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[7,4]",pulseSync
177,0.1015117926,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0]","[7,4]",pulseSync
178,0.1015117926,"[0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[7,4]",pulseSync
179,0.1045449379,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0]","[7,4]",pulseSync
180,0.1118660203,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[9,4]",pulseSync
181,0.1118660203,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0]","[9,4]",pulseSync
182,0.1118660203,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0]","[9,4]",pulseSync
183,0.1118660203,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]","[9,4]",pulseSync
184,0.1118660203,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[9,4]",pulseSync
185,0.1131476888,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[9,4]",pulseSync
186,0.1131476888,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[9,4]",pulseSync
187,0.1131476888,"[1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[9,4]",pulseSync
188,0.1131476888,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0]","[9,4]",pulseSync
189,0.1131476888,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]","[9,4]",pulseSync
190,0.1131476888,"[1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[9,4]",pulseSync
191,0.1131476888,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[9,4]",pulseSync
192,0.1138435611,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]","[12,4]",pulseSync
193,0.1151373144,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0]","[9,4]",pulseSync
194,0.1158766563,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[9,4]",pulseSync
195,0.1165621243,"[0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0]","[9,4]",pulseSync
196,0.1206867895,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",pulseSync
197,0.1206867895,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",pulseSync
198,0.125758901,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[12,4]",pulseSync
199,0.125758901,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",pulseSync
200,0.125758901,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",pulseSync
201,0.125758901,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",pulseSync
202,0.125758901,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[12,4]",pulseSync
203,0.125758901,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",pulseSync
204,0.125758901,"[1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",pulseSync
205,0.125758901,"[1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[12,4]",pulseSync
206,0.125758901,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",pulseSync
207,0.125758901,"[1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0]","[12,4]",pulseSync
208,0.125758901,"[1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]","[12,4]",pulseSync
209,0.1282197378,"[1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0]","[12,4]",pulseSync
